epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,475.06,0.79716,2.13919,1.23157,0.86532,0.96416,0.97196,0.82792,0.64567,2.17529,1.28694,0.000366351,0.000366351,0.000366351
2,938.251,0.77385,1.33102,1.20638,0.99744,1,0.995,0.84203,0.61207,1.60868,1.17295,0.000372026,0.000372026,0.000372026
